review_id,product_id,customer_id,review_dates,ratings,reviews
317,5,317,2024-01-28,3,"The item arrived as expected, and the customer service was responsive to my concerns."
318,15,318,2024-01-31,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
319,7,319,2024-02-02,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
320,1,320,2024-03-04,4,
321,3,321,2024-06-07,5,
322,2,322,2024-04-12,5,Defective item
323,2,323,2024-06-16,5,"The item arrived as expected, and the customer service was responsive to my concerns."
324,11,324,2024-03-01,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
325,2,325,2024-06-04,5,"The item arrived as expected, and the customer service was responsive to my concerns."
326,9,326,2024-03-28,4,Defective item
327,12,327,2024-03-30,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
328,6,328,2024-04-25,4,Defective item
329,2,329,2024-05-17,5,
330,8,330,2024-04-24,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
331,14,331,2024-01-08,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
332,5,332,2024-03-13,5,"The item arrived as expected, and the customer service was responsive to my concerns."
333,7,333,2024-06-22,5,"The item arrived as expected, and the customer service was responsive to my concerns."
334,8,334,2024-05-23,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
335,7,335,2024-02-25,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
336,15,336,2024-04-02,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
337,15,337,2024-06-10,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
338,11,338,2024-01-19,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
339,3,339,2024-05-28,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
340,13,340,2024-04-08,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
341,13,341,2024-01-21,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
342,3,342,2024-03-11,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
343,6,343,2024-02-21,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
344,6,344,2024-06-21,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
345,10,345,2024-05-15,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
346,15,346,2024-01-13,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
347,7,347,2024-05-14,5,Defective item
348,14,348,2024-02-04,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
349,9,349,2024-01-12,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
350,9,350,2024-01-26,5,Defective item
351,2,1,2024-03-22,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
352,12,2,2024-03-31,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
353,4,3,2024-01-25,5,Defective item
354,4,4,2024-01-05,5,Defective item
355,2,5,2024-03-08,5,"The item arrived as expected, and the customer service was responsive to my concerns."
356,15,6,2024-02-26,4,Defective item
357,11,7,2024-06-25,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
358,6,8,2024-05-26,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
359,12,9,2024-03-03,4,"The item arrived as expected, and the customer service was responsive to my concerns."
360,6,10,2024-01-07,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
361,9,11,2024-04-28,5,
362,2,12,2024-03-18,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
363,2,13,2024-06-04,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
364,1,14,2024-03-30,5,Defective item
365,8,15,2024-05-19,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
366,2,16,2024-02-12,5,
367,11,17,2024-01-05,5,Damaged item
368,15,18,2024-05-08,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
369,15,19,2024-03-07,5,Damaged item
370,7,20,2024-05-14,5,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
371,12,21,2024-01-06,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
372,10,22,2024-05-19,4,"The item arrived as expected, and the customer service was responsive to my concerns."
373,6,23,2024-01-20,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
374,14,24,2024-01-14,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
375,4,25,2024-03-06,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
376,7,26,2024-04-07,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
377,14,27,2024-01-05,3,"The item arrived as expected, and the customer service was responsive to my concerns."
378,9,28,2024-06-28,4,"The item arrived as expected, and the customer service was responsive to my concerns."
379,2,29,2024-03-16,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
380,11,30,2024-04-07,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
381,3,31,2024-03-04,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
382,2,32,2024-04-19,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
383,15,33,2024-04-30,3,"The item arrived as expected, and the customer service was responsive to my concerns."
384,8,34,2024-02-02,4,"The item arrived as expected, and the customer service was responsive to my concerns."
385,7,35,2024-06-19,4,Damaged item
386,3,36,2024-01-26,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
387,9,37,2024-05-19,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
388,2,38,2024-05-21,4,"The item arrived as expected, and the customer service was responsive to my concerns."
389,13,39,2024-02-05,4,"The item arrived as expected, and the customer service was responsive to my concerns."
390,6,40,2024-01-26,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
391,2,41,2024-03-01,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
392,1,42,2024-01-16,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
393,13,43,2024-01-14,4,"The item arrived as expected, and the customer service was responsive to my concerns."
394,4,44,2024-03-21,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
395,14,45,2024-06-16,3,"The item arrived as expected, and the customer service was responsive to my concerns."
396,6,46,2024-05-29,5,
397,14,47,2024-06-21,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
398,10,48,2024-03-26,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
399,9,49,2024-05-12,5,Damaged item
400,8,50,2024-01-30,4,Damaged item
401,7,51,2024-03-08,4,Damaged item
402,13,52,2024-02-10,4,Damaged item
403,15,53,2024-06-02,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
404,14,54,2024-06-29,5,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
405,11,55,2024-02-06,4,"The item arrived as expected, and the customer service was responsive to my concerns."
406,11,56,2024-05-21,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
407,2,57,2024-05-30,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
408,5,58,2024-04-07,5,Damaged item
409,10,59,2024-02-23,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
410,14,60,2024-03-11,4,"The item arrived as expected, and the customer service was responsive to my concerns."
411,3,61,2024-01-26,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
412,13,62,2024-06-05,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
413,1,63,2024-02-11,4,"The item arrived as expected, and the customer service was responsive to my concerns."
414,13,64,2024-02-26,5,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
415,6,65,2024-01-16,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
416,3,66,2024-02-18,5,Damaged item
417,3,67,2024-06-13,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
418,12,68,2024-05-04,3,Damaged item
419,14,69,2024-01-24,5,
420,7,70,2024-02-25,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
421,13,71,2024-02-28,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
422,6,72,2024-04-27,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
423,10,73,2024-01-30,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
424,4,74,2024-05-23,5,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
425,4,75,2024-01-14,4,Damaged item
426,12,76,2024-04-05,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
427,8,77,2024-02-03,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
428,15,78,2024-01-24,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
429,8,79,2024-04-22,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
430,15,80,2024-06-23,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
431,1,81,2024-03-01,5,Damaged item
432,8,82,2024-04-02,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
433,3,83,2024-01-13,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
434,4,84,2024-05-07,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
435,13,85,2024-02-18,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
436,3,86,2024-04-21,5,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
437,7,87,2024-05-27,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
438,12,88,2024-01-11,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
439,11,89,2024-02-24,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
440,14,90,2024-02-07,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
441,14,91,2024-01-08,3,"The item arrived as expected, and the customer service was responsive to my concerns."
442,10,92,2024-02-01,5,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
443,13,93,2024-06-11,3,Damaged item
444,8,94,2024-04-24,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
445,11,95,2024-04-22,5,Damaged item
446,7,96,2024-05-14,4,"The item arrived as expected, and the customer service was responsive to my concerns."
447,7,97,2024-06-10,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
448,13,98,2024-04-25,4,"The item arrived as expected, and the customer service was responsive to my concerns."
449,6,99,2024-06-12,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
450,2,100,2024-06-21,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
451,13,101,2024-01-23,5,Damaged item
452,11,102,2024-04-03,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
453,13,103,2024-05-06,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
454,10,104,2024-04-20,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
455,13,105,2024-01-05,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
456,7,106,2024-03-07,4,
457,5,107,2024-01-31,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
458,9,108,2024-02-16,3,"The item arrived as expected, and the customer service was responsive to my concerns."
459,8,109,2024-01-21,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
460,5,110,2024-06-21,3,
461,11,111,2024-04-27,3,"The item arrived as expected, and the customer service was responsive to my concerns."
462,13,112,2024-02-10,4,"The item arrived as expected, and the customer service was responsive to my concerns."
463,7,113,2024-03-06,5,Not as described
464,9,114,2024-06-06,3,"The item arrived as expected, and the customer service was responsive to my concerns."
465,1,115,2024-02-01,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
466,4,116,2024-05-18,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
467,3,117,2024-02-14,4,"The item arrived as expected, and the customer service was responsive to my concerns."
468,12,118,2024-06-10,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
469,15,119,2024-02-03,4,"The item arrived as expected, and the customer service was responsive to my concerns."
470,7,120,2024-05-13,3,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
471,7,121,2024-01-20,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
472,13,122,2024-02-14,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
473,15,123,2024-04-03,4,Not as described
474,15,124,2024-03-29,4,Not as described
475,9,125,2024-02-13,3,"The item arrived as expected, and the customer service was responsive to my concerns."
476,14,126,2024-06-08,4,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
477,4,127,2024-04-19,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
478,14,128,2024-01-31,5,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
479,5,129,2024-03-30,4,Not as described
480,7,130,2024-02-17,5,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
481,13,131,2024-06-28,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
482,3,132,2024-06-24,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
483,8,133,2024-05-14,4,
484,10,134,2024-02-27,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
485,15,135,2024-01-04,3,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
486,10,136,2024-05-12,3,Not as described
487,3,137,2024-06-25,3,Not as described
488,7,138,2024-04-09,5,Not as described
489,9,139,2024-01-20,3,Not as described
490,15,140,2024-06-26,3,"The item arrived as expected, and the customer service was responsive to my concerns."
491,6,141,2024-06-12,3,Not as described
492,14,142,2024-03-31,3,Not as described
493,5,143,2024-03-29,3,"The item arrived as expected, and the customer service was responsive to my concerns."
494,7,144,2024-01-10,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
495,7,145,2024-03-03,4,"The item arrived as expected, and the customer service was responsive to my concerns."
496,14,146,2024-03-14,4,"I'm satisfied with the quality of the product; it match the description, and it arrived safely."
497,3,147,2024-01-30,3,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
498,2,148,2024-04-14,4,"The item arrived as expected, and the customer service was responsive to my concerns."
499,2,149,2024-06-15,5,I'm impressed with the attention to detail and the care taken in packaging. Will definitely be ordering again!
500,1,150,2024-06-07,4,"Great value for money! Thed product arrived exactly as described, and the customer service was top-notch."
